NA,target.row,dist.to.feature,feature.name,feature.strand
2542,33863,1440,NM_001204210,+
2542.1,33864,22923,NM_001204210,+
2542.2,33865,22930,NM_001204210,+
2542.3,33866,22933,NM_001204210,+
2543,33867,15104,NR_073178,-
2543.1,33868,15046,NR_073178,-
2543.2,33869,15037,NR_073178,-
2543.3,33870,15023,NR_073178,-
2543.4,33871,15022,NR_073178,-
2543.5,33872,15001,NR_073178,-
2543.6,33873,15000,NR_073178,-
2543.7,33874,14974,NR_073178,-
2543.8,33875,14973,NR_073178,-
2543.9,33876,14904,NR_073178,-
2543.1,33877,1721,NR_073178,-
2543.11,33878,-22731,NR_073178,-
2543.12,33879,-29868,NR_073178,-
2543.13,33880,-37670,NR_073178,-
2543.14,33881,-37687,NR_073178,-
2543.15,33882,-37691,NR_073178,-
2543.16,33883,-37693,NR_073178,-
2543.17,33884,-37739,NR_073178,-
2543.18,33885,-37740,NR_073178,-
2543.19,33886,-37771,NR_073178,-
2543.2,33887,-37804,NR_073178,-
2543.21,33888,-37821,NR_073178,-
2546,33889,30183,NM_003955,-
2546.1,33890,22493,NM_003955,-
2546.2,33891,22455,NM_003955,-
2546.3,33892,22452,NM_003955,-
2546.4,33893,22445,NM_003955,-
2546.5,33894,17631,NM_003955,-
2546.6,33895,17624,NM_003955,-
2546.7,33896,2270,NM_003955,-
2546.8,33897,2208,NM_003955,-
2546.9,33898,1170,NM_003955,-
2546.1,33899,1151,NM_003955,-
2546.11,33900,1147,NM_003955,-
2546.12,33901,1146,NM_003955,-
2546.13,33902,1143,NM_003955,-
2546.14,33903,892,NM_003955,-
2546.15,33904,880,NM_003955,-
2546.16,33905,874,NM_003955,-
2546.17,33906,872,NM_003955,-
2546.18,33907,861,NM_003955,-
2546.19,33908,817,NM_003955,-
25481,33909,4092,NR_110846,+
2548.11,33910,4098,NR_110846,+
2548.21,33911,4143,NR_110846,+
2548.31,33912,4821,NR_110846,+
2548.41,33913,4848,NR_110846,+
4891,33914,48291,NM_024419,+
489.11,33915,50450,NM_024419,+
2550,33916,-51301,NR_102401,+
2550.1,33917,-17837,NR_102401,+
2550.2,33918,-9484,NR_102401,+
2550.3,33919,-9458,NR_102401,+
2550.4,33920,208,NR_102401,+
2550.5,33921,289,NR_102401,+
2550.6,33922,389,NR_102401,+
2550.7,33923,406,NR_102401,+
2550.8,33924,7387,NR_102401,+
2550.9,33925,9680,NR_102401,+
2550.1,33926,9704,NR_102401,+
2550.11,33927,16449,NR_102401,+
2550.12,33928,16450,NR_102401,+
2550.13,33929,16520,NR_102401,+
2550.14,33930,21787,NR_102401,+
2550.15,33931,21804,NR_102401,+
2550.16,33932,21816,NR_102401,+
2550.17,33933,21876,NR_102401,+
2550.18,33934,22093,NR_102401,+
2550.19,33935,22158,NR_102401,+
2550.2,33936,40066,NR_102401,+
2550.21,33937,40079,NR_102401,+
941,33938,18956,NM_173628,-
94.11,33939,4717,NM_173628,-
94.2,33940,4676,NM_173628,-
94.3,33941,2352,NM_173628,-
94.4,33942,-23064,NM_173628,-
94.5,33943,-23090,NM_173628,-
94.6,33944,-23093,NM_173628,-
25511,33945,21631,NR_110848,-
2551.11,33946,10600,NR_110848,-
2551.2,33947,10553,NR_110848,-
25521,33948,-5324,NR_110849,-
4921,33949,-210,NM_001292019,-
492.1,33950,-227,NM_001292019,-
4932,33951,367,NM_001292018,-
493.12,33952,345,NM_001292018,-
493.21,33953,286,NM_001292018,-
4951,33954,-15460,NM_017456,-
2553,33955,19647,NM_001243541,-
2553.1,33956,12585,NM_001243541,-
2555,33957,-6610,NM_001243540,-
2554,33958,-4705,NM_003255,-
2554.1,33959,-4719,NM_003255,-
2554.2,33960,-4722,NM_003255,-
2554.3,33961,-9757,NM_003255,-
2554.4,33962,-9773,NM_003255,-
2554.5,33963,-10662,NM_003255,-
25602,33964,21282,NM_005567,-
25631,33965,-570,NR_049769,+
2563.1,33966,-551,NR_049769,+
2563.2,33967,-536,NR_049769,+
2558,33968,-377,NR_040019,-
2558.1,33969,-378,NR_040019,-
2558.2,33970,-381,NR_040019,-
2558.3,33971,-384,NR_040019,-
2558.4,33972,-389,NR_040019,-
2558.5,33973,-390,NR_040019,-
25662,33974,-2128,NM_198593,+
2566.11,33975,-2076,NM_198593,+
2566.21,33976,12355,NM_198593,+
2566.31,33977,12358,NM_198593,+
2566.41,33978,12362,NM_198593,+
2566.5,33979,12365,NM_198593,+
2566.6,33980,15390,NM_198593,+
2566.7,33981,15404,NM_198593,+
2567,33982,10379,NM_001042573,+
2567.1,33983,14546,NM_001042573,+
2567.2,33984,15468,NM_001042573,+
2567.3,33985,16677,NM_001042573,+
2567.4,33986,16760,NM_001042573,+
2567.5,33987,22355,NM_001042573,+
2567.6,33988,22360,NM_001042573,+
2567.7,33989,23758,NM_001042573,+
2567.8,33990,25834,NM_001042573,+
2567.9,33991,25851,NM_001042573,+
2567.1,33992,26851,NM_001042573,+
2567.11,33993,28501,NM_001042573,+
2567.12,33994,28580,NM_001042573,+
2567.13,33995,31132,NM_001042573,+
2567.14,33996,31174,NM_001042573,+
2567.15,33997,35588,NM_001042573,+
2567.16,33998,40861,NM_001042573,+
2567.17,33999,49338,NM_001042573,+
2567.18,34000,50506,NM_001042573,+
2567.19,34001,50509,NM_001042573,+
2567.2,34002,50533,NM_001042573,+
2567.21,34003,50591,NM_001042573,+
2567.22,34004,50848,NM_001042573,+
2567.23,34005,50861,NM_001042573,+
2567.24,34006,51458,NM_001042573,+
2567.25,34007,51474,NM_001042573,+
2567.26,34008,53681,NM_001042573,+
2567.27,34009,62697,NM_001042573,+
2567.28,34010,62711,NM_001042573,+
2567.29,34011,65879,NM_001042573,+
2567.3,34012,69058,NM_001042573,+
2567.31,34013,69083,NM_001042573,+
2567.32,34014,78852,NM_001042573,+
2567.33,34015,79711,NM_001042573,+
2567.34,34016,80188,NM_001042573,+
2567.35,34017,80224,NM_001042573,+
2567.36,34018,80226,NM_001042573,+
2567.37,34019,80236,NM_001042573,+
2567.38,34020,81750,NM_001042573,+
2567.39,34021,81788,NM_001042573,+
2567.4,34022,83477,NM_001042573,+
2567.41,34023,84399,NM_001042573,+
2567.42,34024,84473,NM_001042573,+
2567.43,34025,86581,NM_001042573,+
2567.44,34026,86636,NM_001042573,+
2567.45,34027,87383,NM_001042573,+
2567.46,34028,87387,NM_001042573,+
2567.47,34029,87422,NM_001042573,+
2567.48,34030,87432,NM_001042573,+
2567.49,34031,87443,NM_001042573,+
2567.5,34032,90127,NM_001042573,+
2567.51,34033,90974,NM_001042573,+
2567.52,34034,90984,NM_001042573,+
2567.53,34035,90987,NM_001042573,+
2567.54,34036,91032,NM_001042573,+
2567.55,34037,91034,NM_001042573,+
2567.56,34038,91045,NM_001042573,+
2567.57,34039,91134,NM_001042573,+
2567.58,34040,91137,NM_001042573,+
2567.59,34041,91141,NM_001042573,+
2567.6,34042,91381,NM_001042573,+
2567.61,34043,91400,NM_001042573,+
2567.62,34044,91421,NM_001042573,+
2567.63,34045,91441,NM_001042573,+
2567.64,34046,91442,NM_001042573,+
2567.65,34047,92040,NM_001042573,+
2567.66,34048,100948,NM_001042573,+
2567.67,34049,100965,NM_001042573,+
2567.68,34050,101007,NM_001042573,+
2567.69,34051,101031,NM_001042573,+
2567.7,34052,102058,NM_001042573,+
2567.71,34053,102068,NM_001042573,+
2567.72,34054,102132,NM_001042573,+
2567.73,34055,105830,NM_001042573,+
2567.74,34056,105840,NM_001042573,+
2567.75,34057,105881,NM_001042573,+
2567.76,34058,105910,NM_001042573,+
2567.77,34059,107731,NM_001042573,+
2567.78,34060,107743,NM_001042573,+
2567.79,34061,107811,NM_001042573,+
2567.8,34062,107812,NM_001042573,+
2567.81,34063,107818,NM_001042573,+
2567.82,34064,107819,NM_001042573,+
2567.83,34065,107837,NM_001042573,+
2567.84,34066,107855,NM_001042573,+
2567.85,34067,107859,NM_001042573,+
2567.86,34068,107866,NM_001042573,+
2567.87,34069,107894,NM_001042573,+
2567.88,34070,107905,NM_001042573,+
2567.89,34071,107907,NM_001042573,+
2567.9,34072,107913,NM_001042573,+
2567.91,34073,107914,NM_001042573,+
2567.92,34074,108188,NM_001042573,+
2567.93,34075,108191,NM_001042573,+
2567.94,34076,108281,NM_001042573,+
2567.95,34077,108466,NM_001042573,+
2567.96,34078,108470,NM_001042573,+
2567.97,34079,116618,NM_001042573,+
2567.98,34080,118316,NM_001042573,+
2567.99,34081,122062,NM_001042573,+
2567.1,34082,122112,NM_001042573,+
2567.101,34083,133365,NM_001042573,+
2567.102,34084,133399,NM_001042573,+
2567.103,34085,133447,NM_001042573,+
2567.104,34086,136692,NM_001042573,+
2567.105,34087,136753,NM_001042573,+
2567.106,34088,143564,NM_001042573,+
2567.107,34089,143659,NM_001042573,+
2567.108,34090,144769,NM_001042573,+
2567.109,34091,144778,NM_001042573,+
2567.11,34092,144823,NM_001042573,+
2567.111,34093,146294,NM_001042573,+
2567.112,34094,146298,NM_001042573,+
2567.113,34095,146317,NM_001042573,+
2567.114,34096,146341,NM_001042573,+
2567.115,34097,147981,NM_001042573,+
2567.116,34098,159325,NM_001042573,+
2567.117,34099,159340,NM_001042573,+
2567.118,34100,159380,NM_001042573,+
2567.119,34101,159390,NM_001042573,+
2567.12,34102,168330,NM_001042573,+
2567.121,34103,173130,NM_001042573,+
2567.122,34104,173172,NM_001042573,+
2567.123,34105,173180,NM_001042573,+
2567.124,34106,174630,NM_001042573,+
2567.125,34107,176082,NM_001042573,+
2567.126,34108,182316,NM_001042573,+
2567.127,34109,182323,NM_001042573,+
2567.128,34110,186526,NM_001042573,+
2567.129,34111,186551,NM_001042573,+
2567.13,34112,186594,NM_001042573,+
2567.131,34113,186608,NM_001042573,+
2567.132,34114,189851,NM_001042573,+
2567.133,34115,189863,NM_001042573,+
2567.134,34116,189868,NM_001042573,+
2567.135,34117,190383,NM_001042573,+
2567.136,34118,190407,NM_001042573,+
2567.137,34119,196999,NM_001042573,+
2567.138,34120,214405,NM_001042573,+
2567.139,34121,214418,NM_001042573,+
490,34122,198012,NM_001082575,-
490.1,34123,197932,NM_001082575,-
490.2,34124,186342,NM_001082575,-
490.3,34125,186313,NM_001082575,-
490.4,34126,186269,NM_001082575,-
490.5,34127,166662,NM_001082575,-
490.6,34128,161679,NM_001082575,-
490.7,34129,159049,NM_001082575,-
490.8,34130,159039,NM_001082575,-
490.9,34131,159015,NM_001082575,-
490.1,34132,149575,NM_001082575,-
490.11,34133,147010,NM_001082575,-
490.12,34134,146981,NM_001082575,-
490.13,34135,146919,NM_001082575,-
490.14,34136,146883,NM_001082575,-
490.15,34137,146880,NM_001082575,-
490.16,34138,146850,NM_001082575,-
490.17,34139,143965,NM_001082575,-
490.18,34140,143947,NM_001082575,-
490.19,34141,137341,NM_001082575,-
490.2,34142,136448,NM_001082575,-
490.21,34143,136439,NM_001082575,-
490.22,34144,136333,NM_001082575,-
490.23,34145,131355,NM_001082575,-
490.24,34146,131296,NM_001082575,-
490.25,34147,131288,NM_001082575,-
490.26,34148,131279,NM_001082575,-
490.27,34149,126174,NM_001082575,-
490.28,34150,126166,NM_001082575,-
490.29,34151,126149,NM_001082575,-
490.3,34152,126029,NM_001082575,-
490.31,34153,125953,NM_001082575,-
490.32,34154,125850,NM_001082575,-
490.33,34155,122219,NM_001082575,-
490.34,34156,121023,NM_001082575,-
490.35,34157,120947,NM_001082575,-
490.36,34158,120933,NM_001082575,-
490.37,34159,113273,NM_001082575,-
490.38,34160,113266,NM_001082575,-
490.39,34161,113253,NM_001082575,-
490.4,34162,113208,NM_001082575,-
490.41,34163,113202,NM_001082575,-
490.42,34164,104981,NM_001082575,-
490.43,34165,94313,NM_001082575,-
490.44,34166,94303,NM_001082575,-
490.45,34167,94288,NM_001082575,-
490.46,34168,94261,NM_001082575,-
490.47,34169,94243,NM_001082575,-
490.48,34170,94242,NM_001082575,-
490.49,34171,92697,NM_001082575,-
490.5,34172,92696,NM_001082575,-
490.51,34173,78848,NM_001082575,-
490.52,34174,77103,NM_001082575,-
490.53,34175,77084,NM_001082575,-
490.54,34176,77045,NM_001082575,-
490.55,34177,71747,NM_001082575,-
490.56,34178,71662,NM_001082575,-
490.57,34179,63217,NM_001082575,-
490.58,34180,63202,NM_001082575,-
490.59,34181,59454,NM_001082575,-
490.6,34182,59378,NM_001082575,-
490.61,34183,-17087,NM_001082575,-
490.62,34184,-24197,NM_001082575,-
490.63,34185,-24204,NM_001082575,-
490.64,34186,-24215,NM_001082575,-
490.65,34187,-24241,NM_001082575,-
490.66,34188,-33856,NM_001082575,-
490.67,34189,-33878,NM_001082575,-
490.68,34190,-33941,NM_001082575,-
2570,34191,38057,NR_039893,-
2570.1,34192,27100,NR_039893,-
2570.2,34193,27057,NR_039893,-
2570.3,34194,27035,NR_039893,-
2570.4,34195,16727,NR_039893,-
2570.5,34196,16677,NR_039893,-
2570.6,34197,16672,NR_039893,-
2570.7,34198,321,NR_039893,-
2570.8,34199,316,NR_039893,-
2570.9,34200,291,NR_039893,-
25691,34201,-581,NM_178543,+
2569.11,34202,-567,NM_178543,+
2569.21,34203,-505,NM_178543,+
2569.33,34204,7605,NM_178543,+
2569.41,34205,7613,NM_178543,+
2569.5,34206,16417,NM_178543,+
2569.6,34207,16435,NM_178543,+
2569.7,34208,16436,NM_178543,+
2569.8,34209,16447,NM_178543,+
2569.9,34210,16448,NM_178543,+
2569.1,34211,16449,NM_178543,+
2569.11,34212,16450,NM_178543,+
2569.12,34213,16455,NM_178543,+
2569.13,34214,16683,NM_178543,+
2569.14,34215,16686,NM_178543,+
2569.15,34216,16692,NM_178543,+
2569.16,34217,16695,NM_178543,+
2569.17,34218,16704,NM_178543,+
2569.18,34219,16790,NM_178543,+
2569.19,34220,16793,NM_178543,+
2569.2,34221,16803,NM_178543,+
2569.21,34222,16807,NM_178543,+
2569.22,34223,16817,NM_178543,+
2569.23,34224,17352,NM_178543,+
2569.24,34225,17363,NM_178543,+
2569.25,34226,17375,NM_178543,+
2569.26,34227,17377,NM_178543,+
2569.27,34228,17380,NM_178543,+
2569.28,34229,17454,NM_178543,+
2569.29,34230,17509,NM_178543,+
2569.3,34231,17514,NM_178543,+
2569.31,34232,17516,NM_178543,+
2569.32,34233,17531,NM_178543,+
2572,34234,7477,NM_020649,-
2572.1,34235,6734,NM_020649,-
2572.2,34236,5310,NM_020649,-
2572.3,34237,5300,NM_020649,-
2572.4,34238,5290,NM_020649,-
2572.5,34239,5271,NM_020649,-
2572.6,34240,5264,NM_020649,-
2572.7,34241,5241,NM_020649,-
2572.8,34242,5230,NM_020649,-
2572.9,34243,5220,NM_020649,-
2572.1,34244,-1055,NM_020649,-
2572.11,34245,-1070,NM_020649,-
2572.12,34246,-1074,NM_020649,-
2572.13,34247,-1075,NM_020649,-
2572.14,34248,-1086,NM_020649,-
2572.15,34249,-1087,NM_020649,-
2572.16,34250,-1101,NM_020649,-
2572.17,34251,-1108,NM_020649,-
2572.18,34252,-2123,NM_020649,-
2572.19,34253,-2127,NM_020649,-
2572.2,34254,-2152,NM_020649,-
2572.21,34255,-2167,NM_020649,-
2572.22,34256,-2178,NM_020649,-
2572.23,34257,-2183,NM_020649,-
2572.24,34258,-3066,NM_020649,-
2572.25,34259,-3093,NM_020649,-
2572.26,34260,-3133,NM_020649,-
2572.27,34261,-3153,NM_020649,-
2572.28,34262,-3159,NM_020649,-
2572.29,34263,-3160,NM_020649,-
2572.3,34264,-3768,NM_020649,-
2572.31,34265,-3779,NM_020649,-
2572.32,34266,-3792,NM_020649,-
2572.33,34267,-3801,NM_020649,-
2572.34,34268,-3826,NM_020649,-
2572.35,34269,-3840,NM_020649,-
2572.36,34270,-3850,NM_020649,-
2572.37,34271,-3858,NM_020649,-
2572.38,34272,-3907,NM_020649,-
2572.39,34273,-3930,NM_020649,-
2572.4,34274,-3931,NM_020649,-
2572.41,34275,-3966,NM_020649,-
2572.42,34276,-3968,NM_020649,-
2572.43,34277,-3975,NM_020649,-
2572.44,34278,-3981,NM_020649,-
2572.45,34279,-3988,NM_020649,-
2572.46,34280,-4119,NM_020649,-
2572.47,34281,-4133,NM_020649,-
2572.48,34282,-4144,NM_020649,-
2572.49,34283,-4145,NM_020649,-
2572.5,34284,-4146,NM_020649,-
2572.51,34285,-4147,NM_020649,-
2572.52,34286,-4155,NM_020649,-
2572.53,34287,-4159,NM_020649,-
2572.54,34288,-4162,NM_020649,-
2572.55,34289,-4171,NM_020649,-
2572.56,34290,-4172,NM_020649,-
2572.57,34291,-4181,NM_020649,-
2572.58,34292,-4183,NM_020649,-
2572.59,34293,-4189,NM_020649,-
2572.6,34294,-4211,NM_020649,-
2572.61,34295,-4220,NM_020649,-
2572.62,34296,-4224,NM_020649,-
2572.63,34297,-4243,NM_020649,-
2572.64,34298,-4245,NM_020649,-
2572.65,34299,-4249,NM_020649,-
2572.66,34300,-4255,NM_020649,-
2572.67,34301,-4260,NM_020649,-
2572.68,34302,-4290,NM_020649,-
2572.69,34303,-4292,NM_020649,-
2572.7,34304,-4298,NM_020649,-
2572.71,34305,-6898,NM_020649,-
2572.72,34306,-6954,NM_020649,-
2572.73,34307,-6979,NM_020649,-
2572.74,34308,-7013,NM_020649,-
2572.75,34309,-7030,NM_020649,-
2572.76,34310,-7033,NM_020649,-
2572.77,34311,-7043,NM_020649,-
2572.78,34312,-7051,NM_020649,-
2572.79,34313,-7203,NM_020649,-
2572.8,34314,-7210,NM_020649,-
2572.81,34315,-7237,NM_020649,-
2572.82,34316,-7238,NM_020649,-
2572.83,34317,-7240,NM_020649,-
2572.84,34318,-7246,NM_020649,-
2572.85,34319,-7251,NM_020649,-
2572.86,34320,-7258,NM_020649,-
2572.87,34321,-12740,NM_020649,-
2572.88,34322,-15383,NM_020649,-
2572.89,34323,-15388,NM_020649,-
2572.9,34324,-15438,NM_020649,-
2572.91,34325,-15440,NM_020649,-
2572.92,34326,-15465,NM_020649,-
2572.93,34327,-18050,NM_020649,-
2572.94,34328,-18057,NM_020649,-
2572.95,34329,-18082,NM_020649,-
2572.96,34330,-18113,NM_020649,-
2572.97,34331,-18127,NM_020649,-
2572.98,34332,-18134,NM_020649,-
2572.99,34333,-18139,NM_020649,-
2572.1,34334,-18155,NM_020649,-
2572.101,34335,-18160,NM_020649,-
2572.102,34336,-18164,NM_020649,-
2572.103,34337,-18168,NM_020649,-
2572.104,34338,-18177,NM_020649,-
2572.105,34339,-18207,NM_020649,-
2572.106,34340,-18208,NM_020649,-
2572.107,34341,-18215,NM_020649,-
2572.108,34342,-18216,NM_020649,-
2572.109,34343,-18224,NM_020649,-
2572.11,34344,-18237,NM_020649,-
2572.111,34345,-18614,NM_020649,-
2572.112,34346,-18625,NM_020649,-
2572.113,34347,-18638,NM_020649,-
2572.114,34348,-18697,NM_020649,-
2572.115,34349,-18705,NM_020649,-
2572.116,34350,-18900,NM_020649,-
2572.117,34351,-18902,NM_020649,-
2572.118,34352,-18909,NM_020649,-
2572.119,34353,-18919,NM_020649,-
2574,34354,7087,NM_003655,-
2574.1,34355,6414,NM_003655,-
2574.2,34356,6403,NM_003655,-
2574.3,34357,5713,NM_003655,-
2574.4,34358,5696,NM_003655,-
2574.5,34359,3019,NM_003655,-
2574.6,34360,-1150,NM_003655,-
2574.7,34361,-1153,NM_003655,-
2574.8,34362,-1163,NM_003655,-
2574.9,34363,-1165,NM_003655,-
2574.1,34364,-1167,NM_003655,-
2574.11,34365,-1176,NM_003655,-
2574.12,34366,-3491,NM_003655,-
2574.13,34367,-3498,NM_003655,-
2574.14,34368,-3519,NM_003655,-
2574.15,34369,-21115,NM_003655,-
25781,34370,-35,NR_110851,+
2578.11,34371,129,NR_110851,+
2578.21,34372,716,NR_110851,+
2578.31,34373,736,NR_110851,+
25791,34374,943,NR_110850,-
2579.11,34375,111,NR_110850,-
2579.21,34376,-2984,NR_110850,-
2579.31,34377,-4636,NR_110850,-
2579.41,34378,-4656,NR_110850,-
2579.5,34379,-7373,NR_110850,-
2579.6,34380,-8562,NR_110850,-
2579.7,34381,-11581,NR_110850,-
25751,34382,7889,NM_001271844,-
2575.1,34383,7880,NM_001271844,-
2575.2,34384,7867,NM_001271844,-
2575.3,34385,7849,NM_001271844,-
2575.4,34386,7847,NM_001271844,-
2575.5,34387,7841,NM_001271844,-
2575.6,34388,7789,NM_001271844,-
2575.7,34389,7786,NM_001271844,-
2575.8,34390,7769,NM_001271844,-
2575.9,34391,7755,NM_001271844,-
2575.1,34392,6807,NM_001271844,-
2577,34393,-29,NM_001271845,-
2577.1,34394,-1283,NM_001271845,-
2577.2,34395,-1457,NM_001271845,-
2577.3,34396,-26484,NM_001271845,-
2577.4,34397,-36007,NM_001271845,-
2577.5,34398,-39483,NM_001271845,-
2577.6,34399,-41288,NM_001271845,-
2577.7,34400,-41589,NM_001271845,-
2577.8,34401,-41607,NM_001271845,-
2577.9,34402,-41612,NM_001271845,-
2577.1,34403,-41777,NM_001271845,-
2577.11,34404,-41833,NM_001271845,-
2577.12,34405,-41849,NM_001271845,-
4972,34406,27465,NM_019020,-
497.111,34407,27448,NM_019020,-
497.25,34408,25486,NM_019020,-
497.31,34409,10346,NM_019020,-
2584,34410,4277,NM_001079804,+
2584.1,34411,4290,NM_001079804,+
2584.2,34412,4315,NM_001079804,+
2584.3,34413,17959,NM_001079804,+
5002,34414,22306,NM_014740,-
2590,34415,-3381,NM_024110,+
2590.1,34416,-3369,NM_024110,+
25912,34417,679,NM_052819,+
2591.12,34418,4285,NM_052819,+
2591.21,34419,4303,NM_052819,+
2591.31,34420,10823,NM_052819,+
496,34421,-14686,NM_001256071,+
25981,34422,12176,NR_039883,+
2598.11,34423,24715,NR_039883,+
2598.21,34424,24748,NR_039883,+
2597,34425,26203,NM_002522,-
2597.1,34426,25239,NM_002522,-
2597.2,34427,20636,NM_002522,-
2597.3,34428,19782,NM_002522,-
2597.4,34429,18750,NM_002522,-
2597.5,34430,636,NM_002522,-
2597.6,34431,191,NM_002522,-
2597.7,34432,-341,NM_002522,-
2597.8,34433,-1018,NM_002522,-
2597.9,34434,-1019,NM_002522,-
2597.1,34435,-1025,NM_002522,-
2597.11,34436,-1041,NM_002522,-
2597.12,34437,-1042,NM_002522,-
2597.13,34438,-1048,NM_002522,-
2597.14,34439,-1050,NM_002522,-
2597.15,34440,-1056,NM_002522,-
2597.16,34441,-1058,NM_002522,-
2597.17,34442,-1073,NM_002522,-
2597.18,34443,-1074,NM_002522,-
2597.19,34444,-1075,NM_002522,-
2597.2,34445,-1076,NM_002522,-
2597.21,34446,-1096,NM_002522,-
2597.22,34447,-1098,NM_002522,-
2597.23,34448,-1103,NM_002522,-
2597.24,34449,-4518,NM_002522,-
2597.25,34450,-4554,NM_002522,-
2597.26,34451,-4564,NM_002522,-
2597.27,34452,-10154,NM_002522,-
925,34453,-29232,NM_001163034,+
938,34454,41851,NM_020761,+
93.12,34455,120377,NM_020761,+
93.22,34456,120411,NM_020761,+
93.31,34457,120447,NM_020761,+
2599,34458,84596,NR_110852,-
2599.1,34459,84577,NR_110852,-
2599.2,34460,68195,NR_110852,-
2599.3,34461,68184,NR_110852,-
2599.4,34462,-12291,NR_110852,-
2599.5,34463,-27469,NR_110852,-
2599.6,34464,-27475,NR_110852,-
2599.7,34465,-53892,NR_110852,-
2599.8,34466,-68241,NR_110852,-
2599.9,34467,-68256,NR_110852,-
2599.1,34468,-68275,NR_110852,-
2599.11,34469,-68321,NR_110852,-
2599.12,34470,-87609,NR_110852,-
2600,34471,-53750,NM_024591,+
2600.1,34472,-23132,NM_024591,+
2600.2,34473,-23126,NM_024591,+
2600.3,34474,-23073,NM_024591,+
2600.4,34475,-22959,NM_024591,+
2600.5,34476,-22108,NM_024591,+
2600.6,34477,-2656,NM_024591,+
2600.7,34478,-2416,NM_024591,+
2600.8,34479,-2333,NM_024591,+
2600.9,34480,3276,NM_024591,+
2600.1,34481,9525,NM_024591,+
26011,34482,15410,NR_026857,-
2601.11,34483,8067,NR_026857,-
2601.21,34484,7909,NR_026857,-
2601.31,34485,7900,NR_026857,-
2601.4,34486,6661,NR_026857,-
5081,34487,2256,NM_006340,+
508.11,34488,2331,NM_006340,+
508.21,34489,2332,NM_006340,+
508.31,34490,2407,NM_006340,+
508.41,34491,2419,NM_006340,+
508.51,34492,2483,NM_006340,+
508.61,34493,2508,NM_006340,+
508.71,34494,2973,NM_006340,+
508.81,34495,2982,NM_006340,+
508.91,34496,5160,NM_006340,+
508.101,34497,8433,NM_006340,+
508.111,34498,8463,NM_006340,+
508.121,34499,9762,NM_006340,+
508.131,34500,14565,NM_006340,+
508.141,34501,14655,NM_006340,+
26051,34502,29986,NR_030394,-
2605.11,34503,27448,NR_030394,-
2605.21,34504,3600,NR_030394,-
2605.31,34505,1800,NR_030394,-
26061,34506,-5150,NR_027255,+
2606.11,34507,-3921,NR_027255,+
2606.21,34508,-3752,NR_027255,+
2606.31,34509,-3738,NR_027255,+
2606.41,34510,-3737,NR_027255,+
2606.51,34511,-29,NR_027255,+
2606.61,34512,5,NR_027255,+
2606.7,34513,34,NR_027255,+
2606.8,34514,45,NR_027255,+
2606.9,34515,240,NR_027255,+
2606.1,34516,272,NR_027255,+
26031,34517,-551,NM_001080395,-
2603.17,34518,-18856,NM_001080395,-
2603.21,34519,-18908,NM_001080395,-
2603.31,34520,-26908,NM_001080395,-
26101,34521,2150,NM_144679,-
26131,34522,2529,NM_001086521,+
2613.1,34523,15966,NM_001086521,+
2613.2,34524,15969,NM_001086521,+
2613.3,34525,15986,NM_001086521,+
26121,34526,-4280,NM_138570,-
2612.1,34527,-4308,NM_138570,-
26111,34528,6069,NR_038080,-
2611.1,34529,5901,NR_038080,-
2611.2,34530,273,NR_038080,-
2611.3,34531,208,NR_038080,-
2611.4,34532,-930,NR_038080,-
2611.5,34533,-933,NR_038080,-
2611.6,34534,-987,NR_038080,-
2611.7,34535,-1010,NR_038080,-
2611.8,34536,-3879,NR_038080,-
5022,34537,-175,NM_178520,-
502.11,34538,-10858,NM_178520,-
502.21,34539,-10866,NM_178520,-
502.31,34540,-10877,NM_178520,-
502.4,34541,-10881,NM_178520,-
502.5,34542,-10884,NM_178520,-
502.6,34543,-10885,NM_178520,-
502.7,34544,-10887,NM_178520,-
502.8,34545,-10888,NM_178520,-
502.9,34546,-10901,NM_178520,-
502.1,34547,-10912,NM_178520,-
502.111,34548,-11102,NM_178520,-
502.12,34549,-11111,NM_178520,-
502.13,34550,-11114,NM_178520,-
502.14,34551,-11116,NM_178520,-
502.15,34552,-11123,NM_178520,-
502.16,34553,-11132,NM_178520,-
502.17,34554,-11134,NM_178520,-
502.18,34555,-11170,NM_178520,-
502.19,34556,-11176,NM_178520,-
502.2,34557,-11192,NM_178520,-
502.21,34558,-11194,NM_178520,-
502.22,34559,-11198,NM_178520,-
502.23,34560,-11220,NM_178520,-
502.24,34561,-11236,NM_178520,-
502.25,34562,-11237,NM_178520,-
502.26,34563,-11256,NM_178520,-
502.27,34564,-11264,NM_178520,-
502.28,34565,-11287,NM_178520,-
502.29,34566,-11288,NM_178520,-
502.3,34567,-11296,NM_178520,-
502.31,34568,-11310,NM_178520,-
502.32,34569,-11315,NM_178520,-
502.33,34570,-12034,NM_178520,-
502.34,34571,-12043,NM_178520,-
502.35,34572,-12044,NM_178520,-
502.36,34573,-12047,NM_178520,-
502.37,34574,-12048,NM_178520,-
502.38,34575,-12055,NM_178520,-
502.39,34576,-12068,NM_178520,-
502.4,34577,-12069,NM_178520,-
502.41,34578,-12073,NM_178520,-
502.42,34579,-12083,NM_178520,-
502.43,34580,-12089,NM_178520,-
502.44,34581,-12091,NM_178520,-
502.45,34582,-12100,NM_178520,-
502.46,34583,-12108,NM_178520,-
502.47,34584,-12113,NM_178520,-
